.,English
EventTravelEventWater29MoB.text,"<b>Water - The Remains of a Wagon:</b>\n\n<i>You find the remains of a wagon. A chest with a bizarre lock sits unopened among the wreckage. A voice whispers in your mind, ""By ogre and wraith, unleash that which waits.""</i>\n\nDo the heroes want to open the chest?"
EventTravelEventWater29MoB.button1,No
EventTravelEventWater29MoB.button2,Yes
EventTravelEventWater29MoBA.text,<b>Water - The Remains of a Wagon:</b>\n\n<i>You leave the chest unopened.</i>\n\nNo effect.
EventTravelEventWater29MoBA.button1,Confirm
EventTravelEventWater29MoBB.text,"<b>Water - The Remains of a Wagon:</b>\n\n<i>You try to open the chest.</i>\n\nThe heroes choose 2 heroes to test both {might} and {will} to open the chest. If both heroes pass both tests, 1 hero draws and receives 1 Shop Item card from the current Act's Shop Item deck. Each hero who fails his {might} test is Stunned. Each hero who fails his {will} test is Terrified."
EventTravelEventWater29MoBB.button1,Confirm
EventTravelEventWater31TctR.text,"<b>Water - Globules of Blood:</b>\n\n<i>Globules of blood bubble up from unseen depths, filling the air with putrid red mist.</i>\n\nEach hero tests {knowledge}. Each hero who fails is Diseased and tests {will}. Each hero who fails again is Terrified."
EventTravelEventWater31TctR.button1,Confirm
EventTravelEventMountains1.text,<b>Mountains - Unforgiving Slopes:</b>\n\n<i>You're caught on the unforgiving slopes during a fierce storm.</i>\n\nEach hero suffers 1 {heart} and 1 {fatigue}.
EventTravelEventMountains1.button1,Confirm
EventTravelEventMountains3.text,"<b>Mountains - An Ettin Appears:</b>\n\n<i>An ettin appears from the mountains and attacks the heroes!</i>\n\nEach hero tests {might} and suffers 1 {heart} if he fails. If all heroes fail, each hero suffers 1 additional {heart}."
EventTravelEventMountains3.button1,Confirm
EventTravelEventMountains5.text,<b>Mountains - Dwarf of Dunwarr:</b>\n\n<i>A dwarf of Dunwarr is burying his brother. He warns you of dangers ahead.</i>\n\nSkip the next Travel event icon in this travel phase.
EventTravelEventMountains5.button1,Confirm
EventTravelEventMountains6.text,<b>Mountains - Minions Emerge!:</b>\n\n<i>The overlord's minions emerge!</i>\n\nThe heroes chooses 1 attribute. Each hero must test the chose attribute. Each hero that fails suffers 1 {heart} and 1 {fatigue}.
EventTravelEventMountains6.button1,Confirm
EventTravelEventMountains8.text,<b>Mountains - Mysterious Cave:</b>\n\n<i>A mysterious cave mouth looms ahead.</i>\n\nChecking out the cave would take some time. Do you want to do this?
EventTravelEventMountains8.button1,No
EventTravelEventMountains8.button2,Yes
EventTravelEventMountains8A.text,<b>Mountains - Mysterious Cave:</b>\n\n<i>You have no time to check out the cave.</i>\n\nNo effect.
EventTravelEventMountains8A.button1,Confirm
EventTravelEventMountains8B.text,"<b>Mountains - Mysterious Cave:</b>\n\n<i>It takes a while, but you find a treasure in the cave!</i>\n\nA hero draws a search card but the Overlord's reinforcements will arrive sooner."
EventTravelEventMountains8B.button1,Confirm
EventTravelEventMountains9.text,<b>Mountains - Landslide!:</b>\n\n<i>Landslide!</i>\n\nEach hero tests {might}. Each hero that fails suffers 2 {fatigue}.
EventTravelEventMountains9.button1,Confirm
EventTravelEventMountains10.text,"<b>Mountains - Arrows fly:</b>\n\n<i>Arrows fly from behind the boulders ahead!</i>\n\nEach hero tests {awareness} and suffers 1 {heart} if he fails. If all heroes fail, each hero suffers 1 additional {heart}."
EventTravelEventMountains10.button1,Confirm
EventTravelEventMountains12.text,"<b>Mountains - Mysterious Herald:</b>\n\n<i>As you make your way towards your destination, you are approached by a mysterious herald. ""Tread carefully, heroes,"" the cloaked strangers says. ""There are minions of evil everywhere! A terrible plot is afoot, just nearby, and it must be stopped! Come!""</i>\n\nYou will be able to avoid some of the Overlord's reinforcements."
EventTravelEventMountains12.button1,Confirm
EventTravelEventMountains13.text,"<b>Mountains - Mysterious Jester:</b>\n\n<i>A mysterious jester appears and presents an irresistible offer...</i>\n\nOne hero tests each of his attributes ({will}, {knowledge}, {awareness}, and {might}). If he passes all tests, draw 1 card from the current Act's Shop Item deck."
EventTravelEventMountains13.button1,Confirm
EventTravelEventMountains16.text,"<b>Mountains - Wonder at the Riches:</b>\n\n<i>As you hike up the mountain path, you wonder at the riches that await.</i>\n\nThe players draw the top 3 cards of the search deck and return any <i>potion</i> cards they found to the bottom of the deck. The other cards are returned to the top of the search deck."
EventTravelEventMountains16.button1,Confirm
EventTravelEventMountains17.text,"<b>Mountains - Mountain Path:</b>\n\n<i>You find the mountain path to be painfully exhausting.</i>\n\nThe hero with the lowest {might} tests {might}. If he fails, place a hero token on his Hero sheet. He has -1 Speed until he performs a rest action."
EventTravelEventMountains17.button1,Confirm
EventTravelEventMountains18.text,"<b>Mountains - Chest Sealed with a Rune:</b>\n\n<i>You find a chest sealed with a rune.</i>\n\nEach hero tests {knowledge}. If at least 2 heroes pass, the heroes may search the Search deck for 1 Health Potion, take it, and then shuffle the Search Deck."
EventTravelEventMountains18.button1,Confirm
EventTravelEventMountains19.text,"<b>Mountains - Rocky Ground:</b>\n\n<i>As you hike your way up the mountain trail, the rocky ground gives way beneath your feet.</i>\n\nEach hero tests {might}. Each hero who fails is Stunned. If all heroes fail, each hero suffers 1 {heart}."
EventTravelEventMountains19.button1,Confirm
EventTravelEventMountains20.text,"<b>Mountains - Catching a Spy:</b>\n\n<i>Catching a spy does not prove easy.</i>\n\nEach hero suffers 2 {fatigue}, but you will be able to avoid some of the Overlord's reinforcements."
EventTravelEventMountains20.button1,Confirm
EventTravelEventMountains21.text,<b>Mountains - Evil Minions:</b>\n\n<i>Evil minions gain strength.</i>\n\nPlace a {fatigue} token besides the map. Discard this token during the first activation of a master monster. That monster gains 2 additional movement points.
EventTravelEventMountains21.button1,Confirm
EventTravelEventMountains23.text,<b>Mountains - Captured Spy:</b>\n\n<i>A captured spy divulges many secrets.</i>\n\nYou will be able to avoid some of the Overlord's reinforcements.
EventTravelEventMountains23.button1,Confirm
EventTravelEventMountains24.text,"<b>Mountains - Lone Knight:</b>\n\n<i>A lone knight in shining silver armor blocks your path, bellowing a challenge to your strongest warrior.</i>\n\nDraw cards from the current Act's Shop Item Deck until a Melee weapon is revealed. One hero may choose to perform an attack with a Melee weapon against a gray defense die. This hero is also targeted by an attack from the drawn Shop Item, using his normal defense pool. If the hero deals more {heart} than he suffers, he may take the drawn Shop Item. If he suffers more {heart} than he deals, discard the drawn Shop Item."
EventTravelEventMountains24.button1,Confirm
EventTravelEventMountains26MoB.text,"<b>Mountains - Unnatural Figures:</b>\n\n<i>Unnatural figures haunt the edge of your campsites.</i>\n\nThe heroes choose a hero to test {awareness}. If he passes, he is Terrified. If he fails, each other hero is Terrified."
EventTravelEventMountains26MoB.button1,Confirm
EventTravelEventMountains27MoB.text,"<b>Mountains - The Reek of Burning Flesh:</b>\n\n<i>The reek of burning flesh draws you to an abandoned funeral pyre.</i>\n\nThe heroes may choose 1 hero to test {awareness}. If he passes, that hero draws 1 search card and is Terrified."
EventTravelEventMountains27MoB.button1,Confirm
EventTravelEventMountains28MoB.text,"<b>Mountains - Ancient Graveyard:</b>\n\n<i>You stumble across an ancient graveyard. The statue of a hooded figure towers over the crumbling tombstones. In the statue's hands, a black crystal emanates a foreboding glow.</i>\n\nDo the heroes want to harvest the power of the crystal?"
EventTravelEventMountains28MoB.button1,No
EventTravelEventMountains28MoB.button2,Yes
EventTravelEventMountains28MoBA.text,<b>Mountains - Ancient Graveyard:</b>\n\n<i>You do not risk to touch the dark crystal.</i>\n\nNo effect.
EventTravelEventMountains28MoBA.button1,Confirm
EventTravelEventMountains28MoBB.text,"<b>Mountains - Ancient Graveyard:</b>\n\n<i>You touch the dark crystal...</i>\n\nEach hero tests {knowledge}. Each hero who fails is Terrified or Diseased. If all heroes pass, place a hero token from the hero with the highest {knowledge} besides the map. During his turn, that hero may discard this token. If he does, each hero may discard 1 condition."
EventTravelEventMountains28MoBB.button1,Confirm
EventTravelEventMountains29MoB.text,"<b>Mountains - The Remains of a Wagon:</b>\n\n<i>You find the remains of a wagon. A chest with a bizarre lock sits unopened among the wreckage. A voice whispers in your mind, ""By ogre and wraith, unleash that which waits.""</i>\n\nDo the heroes want to open the chest?"
EventTravelEventMountains29MoB.button1,No
EventTravelEventMountains29MoB.button2,Yes
EventTravelEventMountains29MoBA.text,<b>Mountains - The Remains of a Wagon:</b>\n\n<i>You leave the chest unopened.</i>\n\nNo effect.
EventTravelEventMountains29MoBA.button1,Confirm
EventTravelEventMountains29MoBB.text,"<b>Mountains - The Remains of a Wagon:</b>\n\n<i>You try to open the chest.</i>\n\nThe heroes choose 2 heroes to test both {might} and {will} to open the chest. If both heroes pass both tests, 1 hero draws and receives 1 Shop Item card from the current Act's Shop Item deck. Each hero who fails his {might} test is Stunned. Each hero who fails his {will} test is Terrified."
EventTravelEventMountains29MoBB.button1,Confirm
EventTravelEventMountains31.text,<b>Mountains - Coffin Inlaid into a Cliff:</b>\n\n<i>You happen upon an enormous coffin inlaid into the face of a cliff.</i>\n\nThe heroes choose a number of heroes to test {might}. Each hero who fails suffers 3 {heart}. Do 1 or more heroes pass?
EventTravelEventMountains31.button1,No
EventTravelEventMountains31.button2,Yes
EventTravelEventMountains31A.text,<b>Mountains - Coffin Inlaid into a Cliff:</b>\n\n<i>You do not manage to open the coffin.</i>\n\nNo effect.
EventTravelEventMountains31A.button1,Confirm
EventTravelEventMountains31B.text,<b>Mountains - Coffin Inlaid into a Cliff:</b>\n\n<i>Inside the coffin you find some gold coins.</i>\n\nYou receive 25 gold.
EventTravelEventMountains31B.button1,Confirm
EventTimeThreshold1E1.text,You hear a loud commotion from the west. You should investigate this noise.
EventTimeThreshold1E1.button1,Confirm
EventTimeThreshold2E1.text,You hear the sound of plundering Goblins nerby. You'd best hurry before they get away!
EventTimeThreshold2E1.button1,Confirm
EventTimeThreshold3E1.text,"The commotion is still loud, but some of the goblins seem to have already gotten away."
EventTimeThreshold3E1.button1,Confirm
EventTimeThreshold4E1.text,The noise is almost gone. This might be your last chance to catch one of the goblins!
EventTimeThreshold4E1.button1,Confirm
EventTimeThreshold5E1.text,You are too late. The goblins managed to plunder the farm before you could intervene!
EventTimeThreshold5E1.button1,Confirm
EventTimeThreshold1E2.text,"You hear a loud commotion from deeper within the cave, somebody is asking for mercy. You should investigate this soon."
EventTimeThreshold1E2.button1,Confirm
EventTimeThreshold2E2.text,You hear a scream from deeper within the cave. Someone seems to be tortured.
EventTimeThreshold2E2.button1,Confirm
EventTimeThreshold3E2.text,You hear another scream which sounds clearly distinct. Apparently mutliple people are suffering.
EventTimeThreshold3E2.button1,Confirm
EventTimeThreshold4E2.text,"This time you hear someone louldy begging for mercy multiple times, followed by an eerie silence. You have to intervene now!"
EventTimeThreshold4E2.button1,Confirm
EventTimeThreshold5E2.text,"This time you hear a loud argument, followed by someone getting hit multiple times. Whoever is doing this, he seems to have found what he was looking for."
EventTimeThreshold5E2.button1,Confirm
EventTimeThreshold6E2A.text,The Door swings open and crashes into the cave wall. Before you there is a group of goblin archers which are lead by the fatest goblin you have ever seen. On his shoulder he carries a knocked out person. This is most likely Frederik.
EventTimeThreshold6E2A.button1,Confirm
EventTimeThreshold6E2B.text,"The Door swings open and a group of goblins scatter into the room. They quickly barricade the door behind them while their leader, the fatest goblin you have ever seen, surveys you smugly. On his shoulder he carries a knocked out person. This is most likely Frederik."
EventTimeThreshold6E2B.button1,Confirm
EventCropsStolen4.text,How many Goblins escaped the map?\n\n<b>Note:</b> Choosing the last option will end the encounter.
EventCropsStolen4.button1,0 Goblins
EventCropsStolen4.button2,1 Goblin
EventCropsStolen4.button3,2 Goblins
EventCropsStolen4.button4,3 Goblins
EventCropsStolen4.button5,4 Goblins
EventCropsStolen3.text,How many Goblins escaped the map?\n\n<b>Note:</b> Choosing the last option will end the encounter.
EventCropsStolen3.button1,0 Goblins
EventCropsStolen3.button2,1 Goblin
EventCropsStolen3.button3,2 Goblins
EventCropsStolen3.button4,3 Goblins
EventCropsStolen2.text,How many Goblins escaped the map?\n\n<b>Note:</b> Choosing the last option will end the encounter.
EventCropsStolen2.button1,0 Goblins
EventCropsStolen2.button2,1 Goblin
EventCropsStolen2.button3,2 Goblins
EventCropsStolen1.text,How many Goblins escaped the map?\n\n<b>Note:</b> Choosing the last option will end the encounter.
EventCropsStolen1.button1,0 Goblins
EventCropsStolen1.button2,1 Goblin
EventGoblinsEscaped1.text,<i>The goblin escapes rashly.</i>
EventGoblinsEscaped1.button1,Confirm
EventGoblinsEscaped2.text,<i>The two goblins seem to be in good spirits as they escape.</i>
EventGoblinsEscaped2.button1,Confirm
EventGoblinsEscaped3.text,<i>The three goblins run away laughing loudly.</i>
EventGoblinsEscaped3.button1,Confirm
EventGoblinsEscaped4.text,<i>The four goblins mock you with obscene gestures before escaping.</i>
EventGoblinsEscaped4.button1,Confirm
EventHasSpligEscapedA.text,Has Splig managed to escape the map?
EventHasSpligEscapedA.button1,No
EventHasSpligEscapedA.button2,Yes
EventHasSpligEscapedB.text,Has Splig managed to escape the map?
EventHasSpligEscapedB.button1,No
EventHasSpligEscapedB.button2,Yes
EventSecretRoomTimer3.text,"<i>You hear a deep grinding, as if some hidden machinery was set into motion. Perhaps you should hurry.</i>"
EventSecretRoomTimer3.button1,Confirm
EventSecretRoomTimer2.text,"<i>The grinding gets louder and louder, and the walls start to shake. The secret room doesn't seem to be safe any longer.</i>"
EventSecretRoomTimer2.button1,Confirm
EventSecretRoomTimer1.text,<i>With a loud crash a big boulder lands in the knee deep water</i>\n\nEvery hero on S2B tests {awareness}. Each hero who fails suffers 1 {heart}.
EventSecretRoomTimer1.button1,Confirm
EventSecretRoomTimer0.text,"<i>With a deafening roar, the secret room collapses. You will not be able to enter it again.</i>\n\nEach hero on S2B suffers 2 {heart}. Then his hero figure is placed on the secret room entrance token on 9B.\nAfterwards discard S2B, any remaining search tokens and the 2 secret room entrance tokens."
EventSecretRoomTimer0.button1,Confirm
TokenSearch11AGrassland.text,You see an abandoned leather pouch in the bushes.
TokenSearch11AGrassland.button1,{action} Search
TokenSearch3AWater1.text,"Besides this road, you find a rotting wooden chest."
TokenSearch3AWater1.button1,{action} Search
TokenSearch3AWater2.text,Something glimmers under the dirt.
TokenSearch3AWater2.button1,{action} Search
TokenSearch20APass.text,"<i>This seems to be a hidden cache of valuables, which have been gathered by the goblins.</i>"
TokenSearch20APass.button1,{action} Search
TokenFarmer.text,"This is the blood-spattered man.\n\nAs an action, an adjacent hero can talk to him to learn what happened here."
TokenFarmer.button1,{action} Talk
TokenFarm10A1.text,"This token is a part of the farm's storage.\n\nAs an action, a hero in a space with this token can store a bundle of crops. Then the objective token is discarded from his hero sheet.\n\nReminder: Red objective tokens are bundles of crops.\nAs an action, an adjacent hero may pick it up and place it on his hero sheet.\n\ If a figure carrying a bundle of crops is defeated, the red objective token is placed in that figures space."
TokenFarm10A1.button1,{action} Store Crops
TokenFarm10A2.text,"This token is a part of the farm's storage.\n\nAs an action, a hero in a space with this token can store a bundle of crops. Then the objective token is discarded from his hero sheet.\n\nReminder: Red objective tokens are bundles of crops.\nAs an action, an adjacent hero may pick it up and place it on his hero sheet.\n\ If a figure carrying a bundle of crops is defeated, the red objective token is placed in that figures space."
TokenFarm10A2.button1,{action} Store Crops
DoorCaveEntrance.text,You can open this door with an open door action.
DoorCaveEntrance.button1,{action} Open Door
DoorCaveExit.text,You can open this door with an open door action.
DoorCaveExit.button1,{action} Open Door
TokenSearch15BSpider.text,<i>In one of the spider webs you find the remains of an unfortunate adventurer.</i>
TokenSearch15BSpider.button1,{action} Search
TokenSearch9BCave.text,<i>The light before this wall glimmers in an unusual way.</i>
TokenSearch9BCave.button1,{action} Search
TokenSearch26BPrison.text,<i>In a corner of the cell you find a pile of junk.</i>
TokenSearch26BPrison.button1,{action} Search
TokenSearch11BTorture.text,<i>You find an unopened barrel standing at the wall.</i>
TokenSearch11BTorture.button1,{action} Search
TokenSearchS2B1.text,<i>A half crushed barrel lies on the ground.</i>
TokenSearchS2B1.button1,{action} Search
TokenSearchS2B2.text,"<i>An old, rotting crate stands in the knee deep water.</i>"
TokenSearchS2B2.button1,{action} Search
TokenSearchS2B3.text,<i>Something of interest has been washed on the surface.</i>
TokenSearchS2B3.button1,{action} Search
TokenSearchS2B4.text,<i>There is a dark hole in the wall in this corner.</i>
TokenSearchS2B4.button1,{action} Search
TokenSecretRoomEntrance.text,"If a hero moves into this space during his turn he may spend one movement point to place his figure in the other secret room entrance space.\nIf a hero player moves his figure to a secret room entrance space that is occupied, he places his hero figure in the closest available empty space of his choice.\nMonsters cannot use secret room entrances."
TokenSecretRoomExit.text,"If a hero moves into this space during his turn he may spend one movement point to place his figure in the other secret room entrance space.\nIf a hero player moves his figure to a secret room entrance space that is occupied, he places his hero figure in the closest available empty space of his choice.\nMonsters cannot use secret room entrances."
SpawnMerriods11A.text,Place the {type} group on 11A.
SpawnMerriods11A.button1,Confirm
SpawnGoblinArchers10A4.text,"Place Goblin Archers on 10A as shown, ignoring group limits.\n\nIf a Goblin Archers moves into a space adjacent to a red objective token, he immediately ends his move action and the objective token is placed on his monster base.\nGoblin Archers carrying an objective token always try to move off the map when engaging the exit.\nEach time a Goblin Archer has moved off the map, discard his objective token.\nIf a Goblin Archer with an objective token is defeated, the objective token is placed in its space."
SpawnGoblinArchers10A4.button1,Confirm
SpawnGoblinArchers10A3.text,"Place Goblin Archers on 10A as shown, ignoring group limits.\n\nIf a Goblin Archers moves into a space adjacent to a red objective token, he immediately ends his move action and the objective token is placed on his monster base.\nGoblin Archers carrying an objective token always try to move off the map when engaging the exit.\nEach time a Goblin Archer has moved off the map, discard his objective token.\nIf a Goblin Archer with an objective token is defeated, the objective token is placed in its space."
SpawnGoblinArchers10A3.button1,Confirm
SpawnGoblinArchers10A2.text,"Place Goblin Archers on 10A as shown, ignoring group limits.\n\nIf a Goblin Archers moves into a space adjacent to a red objective token, he immediately ends his move action and the objective token is placed on his monster base.\nGoblin Archers carrying an objective token always try to move off the map when engaging the exit.\nEach time a Goblin Archer has moved off the map, discard his objective token.\nIf a Goblin Archer with an objective token is defeated, the objective token is placed in its space."
SpawnGoblinArchers10A2.button1,Confirm
SpawnGoblinArchers10A1.text,"Place Goblin Archer on 10A as shown, ignoring group limits.\n\nIf a Goblin Archers moves into a space adjacent to a red objective token, he immediately ends his move action and the objective token is placed on his monster base.\nGoblin Archers carrying an objective token always try to move off the map when engaging the exit.\nEach time a Goblin Archer has moved off the map, discard his objective token.\nIf a Goblin Archer with an objective token is defeated, the objective token is placed in its space."
SpawnGoblinArchers10A1.button1,Confirm
SpawnCaveSpiders15B.text,Place the {type} group on 15B as shown.
SpawnCaveSpiders15B.button1,Confirm
SpawnOpenGroup2.text,<i>... and it is not friendly. You spot a group of {type}s. </i>\n\nPlace the {type} group on 9B.
SpawnOpenGroup2.button1,Confirm
SpawnSplig11B.text,Place Splig on 11B as shown. Splig is the King of all Goblins and has {var:SpligBonusHealth} bonus health. Splig always tries to move off the map when engaging the Entrance.
SpawnSplig11B.button1,Confirm
SpawnSplig11BShield.text,"Place Splig on 11B as shown. Splig is the King of all Goblins and has {var:SpligBonusHealth} bonus health. Splig always tries to move off the map when engaging the Entrance.\n\nSplig also wields the Shield of Zoreks Favor. As a reminder place the relic ""Shield of Zoreks Favor"" besides Spligs Lieutenant card."
SpawnSplig11BShield.button1,Confirm
SpawnGoblinGuards11B.text,Place the Goblin Archer group on 11B.
SpawnGoblinGuards11B.button1,Confirm
SpawnSplig9B.text,Place Splig on 9B as shown. Splig is the King of all Goblins and has {var:SpligBonusHealth} bonus health. Splig always tries to move off the map when engaging the Entrance.
SpawnSplig9B.button1,Confirm
SpawnSplig9BShield.text,"Place Splig on 9B as shown. Splig is the King of all Goblins and has {var:SpligBonusHealth} bonus health. Splig always tries to move off the map when engaging the Entrance.\n\nSplig also wields the Shield of Zoreks Favor. As a reminder place the relic ""Shield of Zoreks Favor"" besides Spligs Lieutenant card."
SpawnSplig9BShield.button1,Confirm
SpawnGoblinGuards9B.text,Place the Goblin Archer group on 9B.
SpawnGoblinGuards9B.button1,Confirm
SpawnSplig27B.text,Place Splig on 27B as shown. Splig is the King of all Goblins and has {var:SpligBonusHealth} bonus health. Splig always tries to move off the map when engaging the Entrance.
SpawnSplig27B.button1,Confirm
SpawnSplig27BShield.text,"Place Splig on 27B as shown. Splig is the King of all Goblins and has {var:SpligBonusHealth} bonus health. Splig always tries to move off the map when engaging the Entrance.\n\nSplig also wields the Shield of Zoreks Favor. As a reminder place the relic ""Shield of Zoreks Favor"" besides Spligs Lieutenant card."
SpawnSplig27BShield.button1,Confirm
SpawnGoblinGuards27B.text,Place the Goblin Archer group on 27B.
SpawnGoblinGuards27B.button1,Confirm
SpawnReinforcementsGoblinArchers.text,<i>{type}s clumsyly slide down from a ledge.</i>\n\nPlace {var:GoblinArcherReinforcementAmount} {type} on 20A.
SpawnReinforcementsGoblinArchers.button1,Confirm
SpawnReinforcementsGoblinArchersHighThreat.text,<i>A {type} has found another way to reach the farmland.</i>\n\nPlace 1 {type} on 10A.
SpawnReinforcementsGoblinArchersHighThreat.button1,Confirm
SpawnReinforcementsMerriods.text,<i>A hungry {type} rises out of the water...</i>\n\nPlace 1 {type} on 3A.
SpawnReinforcementsMerriods.button1,Confirm
SpawnReinforcementsOpenGroup1.text,<i>The noise seems to have attracted other foes. {type}s enter the fray.</i>\n\nPlace the {type} group on the entrance.
SpawnReinforcementsOpenGroup1.button1,Confirm
EventSearch11AGrassland.text,<i>Inside the pouch are some coins as well as an item.</i>\n\nYou find 5 gold! Discard this token and draw a Search card.
EventSearch11AGrassland.button1,Confirm
EventSearch3AWater1.text,"<i>You open the chest, but unfortunately there is a fist sized hole in it. However there is at least one usefull item left.</i>\n\nDiscard this token and draw a Search card."
EventSearch3AWater1.button1,Confirm
EventSearch3AWater2.text,<i>In the dirt you find quite a few gold coins lying scattered around!</i>\n\nYou find 20 gold! Discard this token.
EventSearch3AWater2.button1,Confirm
EventSearch20APass.text,"<i>You find a pile of useless trinkets, but something about this seems to be odd.</i>\n\nTest {awareness}."
EventSearch20APass.button1,Pass
EventSearch20APass.button2,Fail
EventSearch20APassSuccess.text,"<i>This pile is just a distraction. Besides it, you find some lose dirt. You dig up some valuable items.</i>\n\nYou find 25 gold! Discard this token and draw a Search card."
EventSearch20APassSuccess.button1,Confirm
EventSearch20APassFail.text,"<i>You search through the pile, but it seems to contain nothing of great value.</i>\n\nYou find 5 gold! Discard this token."
EventSearch20APassFail.button1,Confirm
EventSearch15BSpider.text,"<i>You take his leather purse and one of his items, as he no longer has any use for them.</i>\n\nYou find 10 gold! Discard this token and draw a Search card."
EventSearch15BSpider.button1,Confirm
EventSearch9BCave.text,<i>Something about the wall on this side of the cave seems to be unusual.</i>\n\nTest {awareness} and {knowledge}. Did you pass both tests?
EventSearch9BCave.button1,Yes
EventSearch9BCave.button2,No
EventSearch9BCaveSuccess.text,"<i>You put one of your lightened torches in an old iron wallmount. To your surprise, the wall gives way!</i>"
EventSearch9BCaveSuccess.button1,Confirm
EventSearch9BCaveFail.text,"<i>You try to find hidden levers, doors or some kind of opening mechanism but to no avail.</i>\n\nDiscard this token."
EventSearch9BCaveFail.button1,Confirm
EventSearch9BCaveTreasure.text,<i>Behind the wall you find a hidden stash filled with gold coins!</i>\n\nDiscard this token.
EventSearch9BCaveTreasure.button1,Confirm
EventSearch9BCaveSecretRoom.text,<i>You found a secret passage leading into a secret room! It seems to be filled with treasures.</i>
EventSearch9BCaveSecretRoom.button1,Confirm
EventSearchSearch9BCaveFail.text,"<i>You try to find hidden levers, mechanisms or a hidden door, but to no avail...</i>\n\nDiscard this token."
EventSearchSearch9BCaveFail.button1,Confirm
EventSearchS2B1.text,<i>Did you reveal the unique search token?</i>
EventSearchS2B1.button1,Yes
EventSearchS2B1.button2,No
EventSearchS2B1Regular.text,<i>You look trough the rubble and manage to pick up a few coins.</i>\n\nYou find 10 gold! Discard this token.
EventSearchS2B1Regular.button1,Confirm
EventSearchS2B1Unique.text,<i>You found a still useable piece of equipment!</i>\n\nDraw a shop item card of the current act! Discard this token.
EventSearchS2B1Unique.button1,Confirm
EventSearchS2B2.text,<i>Did you reveal the unique search token?</i>
EventSearchS2B2.button1,Yes
EventSearchS2B2.button2,No
EventSearchS2B2Regular.text,<i>Astonishingly you find a usefull item in the crate.</i>\n\nDiscard this token and draw a Search card.
EventSearchS2B2Regular.button1,Confirm
EventSearchS2B2Unique.text,<i>You found a still useable piece of equipment!</i>\n\nDraw a shop item card of the current act! Discard this token.
EventSearchS2B2Unique.button1,Confirm
EventSearchS2B3.text,Did you reveal the unique search token? 
EventSearchS2B3.button1,Yes
EventSearchS2B3.button2,No
EventSearchS2B3Regular.text,<i>After closer inspection the item is worthless junk.</i>\n\nDiscard this token.
EventSearchS2B3Regular.button1,Confirm
EventSearchS2B3Unique.text,<i>You found a still useable piece of equipment!</i>\n\nDraw a Shop Item card of the current act! Discard this token.
EventSearchS2B3Unique.button1,Confirm
EventSearchS2B4.text,Did you reveal the unique search token?
EventSearchS2B4.button1,Yes
EventSearchS2B4.button2,No
EventSearchS2B4Regular.text,"<i>You inspect the hole and find something. While you are pulling it out, you are bitten. You hope it was just a rat...</i>\n\nYou suffer 1 {heart} and are Poisoned. Discard this token and draw a Search card."
EventSearchS2B4Regular.button1,Confirm
EventSearchS2B4Unique.text,<i>You found a still useable piece of equipment!</i>\n\nDraw a shop item card of the current act! Discard this token.
EventSearchS2B4Unique.button1,Confirm
EventSearch26BPrison.text,<i>After sorting out the junk you find some gold coins as well as an item.</i>\n\nYou find 5 gold! Discard this token and draw a Search card.
EventSearch26BPrison.button1,Confirm
EventSearch11BTorture.text,<i>To your surprise the barrel contains quite an amount of gold!</i>\n\nYou find 20 gold! Discard this token.
EventSearch11BTorture.button1,Confirm
ActivationGoblinPickUp.ability,"Apply -1 Speed to each Goblin Archer carrying an objective token.\nIf one or more heroes are carrying an objective token, the other heroes are ignored while spotting."
ActivationGoblinPickUp.master,{action} If not carrying an objective token engage the closest objective token and pick it up.\n{action} If carrying an objective token engage the exit.\n{action} If not carrying an objective token spot the closest hero.\n{action} If not carrying an objective token attack the closest hero.
ActivationGoblinPickUp.minion,{action} If not carrying an objective token engage the closest objective token and pick it up.\n{action} If carrying an objective token engage the exit.\n{action} If not carrying an objective token spot the closest hero.\n{action} If not carrying an objective token attack the closest hero.
ActivationGoblinSteal.ability,"Apply -1 Speed to each Goblin Archer carrying an objective token.\nWhen a Goblin Archer enters a space adjacent to a hero carrying an objective token, that hero tests {might}; apply +1 {shield} for each other Goblin Archer adjacent to this hero. If he fails, his objective token is placed on the Goblin Archer.\nIf one or more heroes are carrying an objective token, the other heroes are ignored while spotting."
ActivationGoblinSteal.master,{action} If not carrying an objective token engage the closest objective token and pick it up.\n{action} If not carrying an objective token engage the closest hero carrying an objective token.\n{action} If carrying an objective token engage the exit.\n{action} If not carrying an objective token spot the closest hero.\n{action} If not carrying an objective token attack the closest hero.
ActivationGoblinSteal.minion,{action} If not carrying an objective token engage the closest objective token and pick it up.\n{action} If not carrying an objective token engage the closest hero carrying an objective token.\n{action} If carrying an objective token engage the exit.\n{action} If not carrying an objective token spot the closest hero.\n{action} If not carrying an objective token attack the closest hero.
ActivationGoblinProtect.ability,Goblin Archers adjacent to Splig gain:\n\n {surge}: Pierce 1
ActivationGoblinProtect.master,{action} Engage Splig.\n{action} Attack the closest hero.
ActivationGoblinProtect.minion,{action} Engage Splig.\n{action} Attack the closest hero.
ActivationSpligFlee.ability,Apply +1 Speed to Splig. Each of Spligs attacks gains +1 {surge}.
ActivationSpligFlee.master,{action} Engage the Entrance.\n{action} Engage the Entrance.\n{action} Engage the closest hero.\n{action} Attack the closest hero.
CustomMonsterGoblinThief.monstername,Goblin Archer
